rowNumber,Date,Company,Level,Title,TCOMP,Location,YearsOfExperience,YearsOfService,Tag,BaseSalary,StockGrant,Bonus,Gender,CityId
8657,2019-05-13,AMAZON,SDE II,Software Engineer,181.0,"Seattle, WA",3,3,API Development (Back-End),113.0,68.0,0.0,Male,11527
8742,2019-05-16,AMAZON,L4,Software Engineer,131.0,"Seattle, WA",1,1,Distributed Systems (Back-End),88.0,30.0,13.0,Male,11527
8778,2019-05-16,AMAZON,L4,Software Engineer,136.0,"Seattle, WA",4,1,API Development (Back-End),117.0,7.0,12.0,Male,11527
8828,2019-05-18,AMAZON,SDE II,Software Engineer,240.0,"Seattle, WA",6,5,Distributed Systems (Back-End),173.0,67.0,0.0,Male,11527
8829,2019-05-18,AMAZON,L5,Software Engineer,166.0,"Seattle, WA",7,4,Distributed Systems (Back-End),136.0,30.0,0.0,Male,11527
8942,2019-05-21,AMAZON,SDE II,Software Engineer,200.0,"Seattle, WA",8,2,API Development (Back-End),171.0,29.0,0.0,Male,11527
8944,2019-05-21,AMAZON,L4,Software Engineer,162.0,"Seattle, WA",4,0,Distributed Systems (Back-End),122.0,11.0,29.0,Female,11527
8998,2019-05-22,AMAZON,SDE I,Software Engineer,224.0,"Seattle, WA",3,0,API Development (Back-End),167.0,37.0,20.0,Male,11527
9054,2019-05-23,AMAZON,L5,Software Engineer,138.0,"Seattle, WA",2,2,Back-end,113.0,25.0,0.0,Male,11527
9092,2019-05-24,AMAZON,L5,Software Engineer,193.0,"Seattle, WA",8,7,Distributed Systems (Back-End),145.0,48.0,0.0,Male,11527
9102,2019-05-24,AMAZON,5,Software Engineer,227.0,"Seattle, WA",5,4,Distributed Systems (Back-End),152.0,75.0,0.0,Male,11527
9118,2019-05-24,AMAZON,L5,Software Engineer,161.0,"Seattle, WA",1,0,Distributed Systems (Back-End),128.0,33.0,0.0,Male,11527
9132,2019-05-25,AMAZON,L5,Software Engineer,231.0,"Seattle, WA",2,1,Embedded,183.0,48.0,0.0,NotDisclosed,11527
9160,2019-05-26,AMAZON,L5,Software Engineer,246.0,"Seattle, WA",4,2,Distributed Systems (Back-End),154.0,92.0,0.0,Male,11527
9163,2019-05-27,AMAZON,L5,Software Engineer,259.0,"Seattle, WA",2,3,ML / AI,202.0,57.0,0.0,Male,11527
9194,2019-05-28,AMAZON,SDE III,Software Engineer,127.0,"Seattle, WA",9,5,Distributed Systems (Back-End),74.0,53.0,0.0,NotDisclosed,11527
9207,2019-05-28,AMAZON,L5,Software Engineer,175.0,"Seattle, WA",8,0,Distributed Systems (Back-End),88.0,78.0,9.0,Male,11527
9250,2019-05-29,AMAZON,L4,Software Engineer,134.0,"Seattle, WA",2,0,API Development (Back-End),79.0,18.0,37.0,NotDisclosed,11527
9334,2019-06-01,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",5,3,Web Development (Front-End),99.0,16.0,0.0,Male,11527
9361,2019-06-02,AMAZON,SDE I,Software Engineer,199.0,"Seattle, WA",0,0,Testing (SDET),166.0,6.0,27.0,Male,11527
9486,2019-06-06,AMAZON,L5,Software Engineer,171.0,"Seattle, WA",6,3,Full Stack,127.0,44.0,0.0,Male,11527
9488,2019-06-06,AMAZON,L5,Software Engineer,200.0,"Seattle, WA",3,2,API Development (Back-End),180.0,20.0,0.0,Female,11527
9522,2019-06-07,AMAZON,L5,Software Engineer,202.0,"Seattle, WA",4,4,Distributed Systems (Back-End),179.0,23.0,0.0,Male,11527
9596,2019-06-09,AMAZON,L5,Software Engineer,103.0,"Seattle, WA",7,2,Full Stack,85.0,18.0,0.0,Male,11527
9597,2019-06-09,AMAZON,SDE II,Software Engineer,238.0,"Seattle, WA",7,5,Distributed Systems (Back-End),163.0,75.0,0.0,Male,11527
9614,2019-06-09,AMAZON,L4,Software Engineer,150.0,"Seattle, WA",0,0,Networking,130.0,3.0,17.0,Male,11527
9629,2019-06-10,AMAZON,L6,Software Engineer,203.0,"Seattle, WA",6,6,Distributed Systems (Back-End),92.0,111.0,0.0,Male,11527
9636,2019-06-10,AMAZON,SDE I,Software Engineer,129.0,"Seattle, WA",0,0,Devices,87.0,26.0,16.0,Male,11527
9682,2019-06-11,AMAZON,SDE I,Software Engineer,165.0,"Seattle, WA",3,1,Distributed Systems (Back-End),137.0,28.0,0.0,NotDisclosed,11527
9683,2019-06-11,AMAZON,L5,Software Engineer,228.0,"Seattle, WA",1,3,Distributed Systems (Back-End),183.0,28.0,17.0,Male,11527
9688,2019-06-11,AMAZON,SDE II,Software Engineer,134.0,"Seattle, WA",5,6,API Development (Back-End),87.0,47.0,0.0,Male,11527
9754,2019-06-13,AMAZON,L5,Software Engineer,114.0,"Seattle, WA",2,3,Full Stack,85.0,29.0,0.0,Male,11527
9770,2019-06-13,AMAZON,SDE I,Software Engineer,198.0,"Seattle, WA",2,3,API Development (Back-End),163.0,16.0,19.0,Male,11527
9838,2019-06-15,AMAZON,L5,Software Engineer,225.0,"Seattle, WA",0,6,ML / AI,203.0,22.0,0.0,Male,11527
9861,2019-06-15,AMAZON,SDE II,Software Engineer,212.0,"Seattle, WA",4,2,Full Stack,175.0,37.0,0.0,Male,11527
9879,2019-06-15,AMAZON,L5,Software Engineer,166.0,"Seattle, WA",6,2,Full Stack,77.0,89.0,0.0,Male,11527
9985,2019-06-15,AMAZON,L5,Software Engineer,128.0,"Seattle, WA",9,8,Full Stack,76.0,52.0,0.0,Male,11527
10052,2019-06-15,AMAZON,L5,Software Engineer,238.0,"Seattle, WA",4,3,API Development (Back-End),197.0,41.0,0.0,Male,11527
10157,2019-06-15,AMAZON,SDE II,Software Engineer,189.0,"Seattle, WA",7,4,Distributed Systems (Back-End),160.0,29.0,0.0,Male,11527
10160,2019-06-15,AMAZON,L5,Software Engineer,213.0,"Seattle, WA",5,2,Full Stack,148.0,57.0,8.0,Male,11527
10179,2019-06-16,AMAZON,L5,Software Engineer,216.0,"Seattle, WA",6,3,Distributed Systems (Back-End),105.0,111.0,0.0,Male,11527
10190,2019-06-16,AMAZON,L4,Software Engineer,175.0,"Seattle, WA",5,3,Full Stack,123.0,52.0,0.0,NotDisclosed,11527
10389,2019-06-16,AMAZON,L5,Software Engineer,157.0,"Seattle, WA",5,2,Web Development (Front-End),114.0,43.0,0.0,Female,11527
10395,2019-06-16,AMAZON,L4,Software Engineer,214.0,"Seattle, WA",4,0,API Development (Back-End),170.0,25.0,19.0,Male,11527
10444,2019-06-17,AMAZON,L5,Software Engineer,216.0,"Seattle, WA",23,5,Distributed Systems (Back-End),192.0,24.0,0.0,Male,11527
10450,2019-06-17,AMAZON,L6,Software Engineer,228.0,"Seattle, WA",8,4,Distributed Systems (Back-End),151.0,77.0,0.0,Male,11527
10562,2019-06-17,AMAZON,L5,Software Engineer,222.0,"Seattle, WA",7,3,Embedded,132.0,90.0,0.0,Male,11527
10716,2019-06-19,AMAZON,SDE II,Software Engineer,197.0,"Seattle, WA",5,4,Distributed Systems (Back-End),139.0,58.0,0.0,Male,11527
10764,2019-06-19,AMAZON,L4,Software Engineer,156.0,"Seattle, WA",1,0,Security,119.0,25.0,12.0,Male,11527
10824,2019-06-20,AMAZON,SDE II,Software Engineer,139.0,"Seattle, WA",3,3,Full Stack,112.0,27.0,0.0,NotDisclosed,11527
10852,2019-06-20,AMAZON,L4,Software Engineer,118.0,"Seattle, WA",1,1,Full Stack,72.0,19.0,27.0,Male,11527
10872,2019-06-21,AMAZON,L6,Software Engineer,242.0,"Seattle, WA",13,4,Web Development (Front-End),136.0,106.0,0.0,Male,11527
10875,2019-06-21,AMAZON,SDE II,Software Engineer,287.0,"Seattle, WA",4,1,Distributed Systems (Back-End),193.0,67.0,27.0,Male,11527
10993,2019-06-23,AMAZON,L4,Software Engineer,197.0,"Seattle, WA",1,0,Full Stack,165.0,21.0,11.0,NotDisclosed,11527
11055,2019-06-24,AMAZON,L5,Software Engineer,156.0,"Seattle, WA",4,1,Full Stack,134.0,22.0,0.0,Male,11527
11065,2019-06-25,AMAZON,L5,Software Engineer,143.0,"Seattle, WA",3,2,API Development (Back-End),88.0,36.0,19.0,Male,11527
11134,2019-06-26,AMAZON,L5,Software Engineer,125.0,"Seattle, WA",5,1,Web Development (Front-End),89.0,36.0,0.0,Female,11527
11154,2019-06-26,AMAZON,L5,Software Engineer,208.0,"Seattle, WA",7,1,Distributed Systems (Back-End),109.0,99.0,0.0,Male,11527
11166,2019-06-26,AMAZON,L5,Software Engineer,160.0,"Seattle, WA",2,3,ML / AI,94.0,38.0,28.0,Male,11527
11240,2019-06-28,AMAZON,L5,Software Engineer,222.0,"Seattle, WA",7,2,Full Stack,182.0,40.0,0.0,Male,11527
11257,2019-06-29,AMAZON,L5,Software Engineer,245.0,"Seattle, WA",3,3,Distributed Systems (Back-End),189.0,56.0,0.0,Male,11527
11271,2019-06-29,AMAZON,L5,Software Engineer,227.0,"Seattle, WA",6,9,Full Stack,132.0,95.0,0.0,Male,11527
11288,2019-06-29,AMAZON,l5,Software Engineer,188.0,"Seattle, WA",3,4,Distributed Systems (Back-End),132.0,56.0,0.0,Male,11527
11344,2019-07-01,AMAZON,L5,Software Engineer,167.0,"Seattle, WA",13,4,Distributed Systems (Back-End),105.0,62.0,0.0,Male,11527
11355,2019-07-01,AMAZON,L5,Software Engineer,103.0,"Seattle, WA",4,1,Distributed Systems (Back-End),73.0,30.0,0.0,Male,11527
11398,2019-07-02,AMAZON,L5,Software Engineer,249.0,"Seattle, WA",7,6,Mobile (iOS + Android),206.0,43.0,0.0,NotDisclosed,11527
11492,2019-07-05,AMAZON,SDE II,Software Engineer,262.0,"Seattle, WA",3,1,Distributed Systems (Back-End),175.0,49.0,38.0,Male,11527
11521,2019-07-06,AMAZON,L5,Software Engineer,245.0,"Seattle, WA",3,4,Distributed Systems (Back-End),160.0,85.0,0.0,Male,11527
11575,2019-07-09,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",3,3,ML / AI,112.0,89.0,0.0,Male,11527
11593,2019-07-09,AMAZON,L4,Software Engineer,197.0,"Seattle, WA",2,0,ML / AI,169.0,3.0,25.0,Female,11527
11622,2019-07-09,AMAZON,SDE I,Software Engineer,179.0,"Seattle, WA",3,0,Distributed Systems (Back-End),154.0,25.0,0.0,Male,11527
11623,2019-07-09,AMAZON,L5,Software Engineer,109.0,"Seattle, WA",5,5,Distributed Systems (Back-End),76.0,33.0,0.0,Male,11527
11650,2019-07-10,AMAZON,L5,Software Engineer,177.0,"Seattle, WA",6,0,ML / AI,84.0,73.0,20.0,Male,11527
11678,2019-07-11,AMAZON,SDE II,Software Engineer,145.0,"Seattle, WA",2,2,Mobile (iOS + Android),93.0,52.0,0.0,Male,11527
11727,2019-07-12,AMAZON,L4,Software Engineer,178.0,"Seattle, WA",0,0,Distributed Systems (Back-End),152.0,6.0,20.0,Male,11527
11816,2019-07-14,AMAZON,SDE II,Software Engineer,134.0,"Seattle, WA",7,5,Distributed Systems (Back-End),87.0,47.0,0.0,Male,11527
11891,2019-07-15,AMAZON,L4,Software Engineer,199.0,"Seattle, WA",0,1,API Development (Back-End),149.0,36.0,14.0,Male,11527
11913,2019-07-16,AMAZON,L6,Software Engineer,258.0,"Seattle, WA",8,4,Distributed Systems (Back-End),185.0,73.0,0.0,Male,11527
11921,2019-07-16,AMAZON,L4,Software Engineer,179.0,"Seattle, WA",2,0,Web Development (Front-End),152.0,15.0,12.0,Male,11527
12011,2019-07-17,AMAZON,L5,Software Engineer,235.0,"Seattle, WA",3,0,Distributed Systems (Back-End),175.0,33.0,27.0,Male,11527
12080,2019-07-18,AMAZON,L6,Software Engineer,227.0,"Seattle, WA",19,4,API Development (Back-End),126.0,101.0,0.0,Male,11527
12141,2019-07-20,AMAZON,L4,Software Engineer,192.0,"Seattle, WA",0,0,API Development (Back-End),149.0,29.0,14.0,NotDisclosed,11527
12171,2019-07-20,AMAZON,SDE II,Software Engineer,137.0,"Seattle, WA",2,6,Android,84.0,21.0,32.0,Male,11527
12237,2019-07-23,AMAZON,SDE II,Software Engineer,161.0,"Seattle, WA",3,3,API Development (Back-End),104.0,57.0,0.0,Male,11527
12249,2019-07-23,AMAZON,L5,Software Engineer,232.0,"Seattle, WA",16,1,Distributed Systems (Back-End),180.0,32.0,20.0,Male,11527
12253,2019-07-23,AMAZON,L5,Software Engineer,186.0,"Seattle, WA",3,2,Full Stack,148.0,38.0,0.0,Male,11527
12257,2019-07-23,AMAZON,SDE II,Software Engineer,231.0,"Seattle, WA",6,5,Distributed Systems (Back-End),145.0,86.0,0.0,Male,11527
12394,2019-07-25,AMAZON,L5,Software Engineer,209.0,"Seattle, WA",2,2,Distributed Systems (Back-End),170.0,39.0,0.0,Male,11527
12464,2019-07-26,AMAZON,L5,Software Engineer,191.0,"Seattle, WA",6,3,Distributed Systems (Back-End),133.0,58.0,0.0,Other,11527
12479,2019-07-27,AMAZON,SDE II,Software Engineer,247.0,"Seattle, WA",3,1,ML / AI,209.0,29.0,9.0,Male,11527
12516,2019-07-28,AMAZON,L5,Software Engineer,173.0,"Seattle, WA",5,5,Distributed Systems (Back-End),124.0,49.0,0.0,Male,11527
12542,2019-07-28,AMAZON,L5,Software Engineer,226.0,"Seattle, WA",9,7,Distributed Systems (Back-End),116.0,110.0,0.0,Male,11527
12639,2019-07-31,AMAZON,L5,Software Engineer,277.0,"Seattle, WA",2,3,Distributed Systems (Back-End),195.0,82.0,0.0,Male,11527
12667,2019-07-31,AMAZON,SDE III,Software Engineer,251.0,"Seattle, WA",18,7,Distributed Systems (Back-End),162.0,89.0,0.0,Male,11527
12701,2019-08-01,AMAZON,SDE I,Software Engineer,128.0,"Seattle, WA",2,0,Distributed Systems (Back-End),98.0,14.0,16.0,NotDisclosed,11527
12706,2019-08-01,AMAZON,SDE II,Software Engineer,210.0,"Seattle, WA",4,3,ML / AI,164.0,46.0,0.0,Male,11527
12737,2019-08-01,AMAZON,L5,Software Engineer,246.0,"Seattle, WA",18,3,Android,205.0,41.0,0.0,Male,11527
12752,2019-08-02,AMAZON,L5,Software Engineer,218.0,"Seattle, WA",3,5,Full Stack,162.0,56.0,0.0,Male,11527
12875,2019-08-06,AMAZON,L5,Software Engineer,135.0,"Seattle, WA",8,4,API Development (Back-End),102.0,33.0,0.0,Male,11527
12932,2019-08-09,AMAZON,L5,Software Engineer,233.0,"Seattle, WA",6,0,Web Development (Front-End),180.0,11.0,42.0,Male,11527
13009,2019-08-12,AMAZON,SDE I,Software Engineer,196.0,"Seattle, WA",3,0,API Development (Back-End),173.0,4.0,19.0,Male,11527
13047,2019-08-13,AMAZON,L4,Software Engineer,148.0,"Seattle, WA",1,1,API Development (Back-End),114.0,16.0,18.0,Male,11527
13109,2019-08-13,AMAZON,L5,Software Engineer,200.0,"Seattle, WA",7,1,Full Stack,167.0,15.0,18.0,Male,11527
13119,2019-08-14,AMAZON,L5,Software Engineer,146.0,"Seattle, WA",1,0,API Development (Back-End),94.0,33.0,19.0,Male,11527
13139,2019-08-14,AMAZON,L6,Software Engineer,266.0,"Seattle, WA",7,4,Distributed Systems (Back-End),205.0,61.0,0.0,Male,11527
13230,2019-08-16,AMAZON,L5,Software Engineer,151.0,"Seattle, WA",7,2,Distributed Systems (Back-End),101.0,50.0,0.0,Male,11527
13244,2019-08-16,AMAZON,L4,Software Engineer,114.0,"Seattle, WA",6,1,DevOps,81.0,33.0,0.0,NotDisclosed,11527
13299,2019-08-17,AMAZON,L5,Software Engineer,171.0,"Seattle, WA",4,4,API Development (Back-End),126.0,45.0,0.0,Male,11527
13304,2019-08-17,AMAZON,L4,Software Engineer,108.0,"Seattle, WA",3,3,Distributed Systems (Back-End),80.0,28.0,0.0,Male,11527
13341,2019-08-18,AMAZON,SDE I,Software Engineer,214.0,"Seattle, WA",0,0,API Development (Back-End),154.0,60.0,0.0,Male,11527
13404,2019-08-19,AMAZON,L5,Software Engineer,259.0,"Seattle, WA",4,0,Distributed Systems (Back-End),178.0,52.0,29.0,NotDisclosed,11527
13405,2019-08-19,AMAZON,L5,Software Engineer,257.0,"Seattle, WA",5,10,Full Stack,194.0,63.0,0.0,Male,11527
13542,2019-08-22,AMAZON,SDE I,Software Engineer,139.0,"Seattle, WA",0,0,Distributed Systems (Back-End),106.0,16.0,17.0,Female,11527
13579,2019-08-23,AMAZON,L5,Software Engineer,145.0,"Seattle, WA",7,7,Full Stack,105.0,40.0,0.0,Male,11527
13607,2019-08-23,AMAZON,L4,Software Engineer,201.0,"Seattle, WA",2,1,Full Stack,152.0,30.0,19.0,Female,11527
13608,2019-08-23,AMAZON,L5,Software Engineer,142.0,"Seattle, WA",4,3,Full Stack,102.0,30.0,10.0,Male,11527
13665,2019-08-25,AMAZON,L4,Software Engineer,169.0,"Seattle, WA",0,0,Full Stack,144.0,15.0,10.0,Female,11527
13747,2019-08-27,AMAZON,SDE I,Software Engineer,164.0,"Seattle, WA",0,0,API Development (Back-End),106.0,22.0,36.0,Male,11527
13792,2019-08-28,AMAZON,L5,Software Engineer,217.0,"Seattle, WA",3,0,Web Development (Front-End),126.0,51.0,40.0,Male,11527
13816,2019-08-28,AMAZON,L4,Software Engineer,220.0,"Seattle, WA",3,1,API Development (Back-End),162.0,33.0,25.0,Male,11527
13875,2019-08-29,AMAZON,L5,Software Engineer,147.0,"Seattle, WA",3,3,Full Stack,109.0,38.0,0.0,Male,11527
13954,2019-08-31,AMAZON,L4,Software Engineer,186.0,"Seattle, WA",4,0,Full Stack,146.0,23.0,17.0,Male,11527
14001,2019-09-02,AMAZON,L4,Software Engineer,141.0,"Seattle, WA",0,0,API Development (Back-End),102.0,27.0,12.0,Male,11527
14042,2019-09-03,AMAZON,SDE II,Software Engineer,157.0,"Seattle, WA",7,1,Networking,107.0,16.0,34.0,Male,11527
14133,2019-09-05,AMAZON,L4,Software Engineer,140.0,"Seattle, WA",1,0,Full Stack,85.0,13.0,42.0,Male,11527
14169,2019-09-05,AMAZON,L5,Software Engineer,223.0,"Seattle, WA",2,4,Distributed Systems (Back-End),184.0,36.0,3.0,Male,11527
14201,2019-09-06,AMAZON,L4,Software Engineer,212.0,"Seattle, WA",0,0,Distributed Systems (Back-End),110.0,70.0,32.0,Female,11527
14288,2019-09-09,AMAZON,SDE II,Software Engineer,180.0,"Seattle, WA",1,3,Distributed Systems (Back-End),135.0,45.0,0.0,Male,11527
14375,2019-09-10,AMAZON,L5,Software Engineer,138.0,"Seattle, WA",3,4,Embedded,91.0,31.0,16.0,Male,11527
14387,2019-09-10,AMAZON,L5,Software Engineer,211.0,"Seattle, WA",7,3,Web Development (Front-End),167.0,44.0,0.0,Female,11527
14402,2019-09-11,AMAZON,L4,Software Engineer,143.0,"Seattle, WA",1,1,ML / AI,91.0,22.0,30.0,Male,11527
14449,2019-09-11,AMAZON,SDE II,Software Engineer,272.0,"Seattle, WA",9,4,Distributed Systems (Back-End),189.0,83.0,0.0,Male,11527
14505,2019-09-12,AMAZON,L6,Software Engineer,208.0,"Seattle, WA",9,8,API Development (Back-End),137.0,71.0,0.0,NotDisclosed,11527
14515,2019-09-13,AMAZON,L5,Software Engineer,125.0,"Seattle, WA",5,1,Distributed Systems (Back-End),96.0,29.0,0.0,Male,11527
14670,2019-09-14,AMAZON,L4,Software Engineer,133.0,"Seattle, WA",1,0,Full Stack,100.0,27.0,6.0,Male,11527
14692,2019-09-14,AMAZON,L4,Software Engineer,173.0,"Seattle, WA",2,0,Web Development (Front-End),147.0,7.0,19.0,Female,11527
14709,2019-09-14,AMAZON,L4,Software Engineer,145.0,"Seattle, WA",1,0,API Development (Back-End),123.0,22.0,0.0,Male,11527
14851,2019-09-15,AMAZON,new grad,Software Engineer,211.0,"Seattle, WA",0,0,Full Stack,135.0,40.0,36.0,Female,11527
14938,2019-09-16,AMAZON,L5,Software Engineer,227.0,"Seattle, WA",4,5,ML / AI,191.0,36.0,0.0,Male,11527
14998,2019-09-17,AMAZON,L4,Software Engineer,185.0,"Seattle, WA",5,1,Distributed Systems (Back-End),154.0,15.0,16.0,Male,11527
15033,2019-09-17,AMAZON,L5,Software Engineer,241.0,"Seattle, WA",8,0,Full Stack,183.0,26.0,32.0,Male,11527
15162,2019-09-20,AMAZON,L4,Software Engineer,210.0,"Seattle, WA",3,0,API Development (Back-End),166.0,3.0,41.0,Female,11527
15271,2019-09-23,AMAZON,SDE I,Software Engineer,200.0,"Seattle, WA",3,0,Full Stack,134.0,30.0,36.0,Male,11527
15298,2019-09-24,AMAZON,SDE I,Software Engineer,133.0,"Seattle, WA",1,0,Distributed Systems (Back-End),93.0,6.0,34.0,Female,11527
15303,2019-09-24,AMAZON,SDE II,Software Engineer,256.0,"Seattle, WA",3,2,Full Stack,200.0,20.0,36.0,Male,11527
15304,2019-09-24,AMAZON,SDE II,Software Engineer,121.0,"Seattle, WA",5,2,Full Stack,79.0,26.0,16.0,Male,11527
15308,2019-09-24,AMAZON,SDE I,Software Engineer,183.0,"Seattle, WA",0,0,API Development (Back-End),154.0,11.0,18.0,Male,11527
15368,2019-09-25,AMAZON,5,Software Engineer,181.0,"Seattle, WA",3,2,Full Stack,115.0,66.0,0.0,Male,11527
15478,2019-09-27,AMAZON,SDE I,Software Engineer,142.0,"Seattle, WA",1,0,Distributed Systems (Back-End),102.0,6.0,34.0,Female,11527
15493,2019-09-28,AMAZON,SDE II,Software Engineer,191.0,"Seattle, WA",3,2,API Development (Back-End),140.0,44.0,7.0,Male,11527
15501,2019-09-28,AMAZON,L5,Software Engineer,210.0,"Seattle, WA",2,2,API Development (Back-End),174.0,36.0,0.0,Male,11527
15502,2019-09-28,AMAZON,L5,Software Engineer,229.0,"Seattle, WA",4,0,Distributed Systems (Back-End),154.0,39.0,36.0,NotDisclosed,11527
15509,2019-09-28,AMAZON,SDE I,Software Engineer,179.0,"Seattle, WA",1,0,Distributed Systems (Back-End),136.0,6.0,37.0,Female,11527
15548,2019-09-29,AMAZON,L4,Software Engineer,102.0,"Seattle, WA",0,0,Full Stack,70.0,5.0,27.0,Male,11527
15550,2019-09-29,AMAZON,L5,Software Engineer,280.0,"Seattle, WA",4,2,Distributed Systems (Back-End),181.0,99.0,0.0,Male,11527
15566,2019-09-29,AMAZON,L5,Software Engineer,167.0,"Seattle, WA",5,2,Distributed Systems (Back-End),76.0,91.0,0.0,NotDisclosed,11527
15578,2019-09-29,AMAZON,SDE I,Software Engineer,183.0,"Seattle, WA",1,0,Distributed Systems (Back-End),145.0,3.0,35.0,Female,11527
15654,2019-10-01,AMAZON,SDE I,Software Engineer,120.0,"Seattle, WA",1,0,Distributed Systems (Back-End),70.0,7.0,43.0,Male,11527
15658,2019-10-01,AMAZON,SDE I,Software Engineer,133.0,"Seattle, WA",1,0,Distributed Systems (Back-End),97.0,4.0,32.0,Male,11527
15759,2019-10-03,AMAZON,SDE I,Software Engineer,120.0,"Seattle, WA",1,0,Full Stack,75.0,17.0,28.0,Male,11527
15776,2019-10-03,AMAZON,SDE I,Software Engineer,155.0,"Seattle, WA",0,0,API Development (Back-End),129.0,4.0,22.0,NotDisclosed,11527
15810,2019-10-04,AMAZON,L4,Software Engineer,177.0,"Seattle, WA",1,0,DevOps,158.0,3.0,16.0,Male,11527
15825,2019-10-04,AMAZON,SDE I,Software Engineer,175.0,"Seattle, WA",0,0,Entry-Level,147.0,15.0,13.0,Male,11527
15828,2019-10-04,AMAZON,L3,Software Engineer,115.0,"Seattle, WA",13,1,Distributed Systems (Back-End),103.0,5.0,7.0,NotDisclosed,11527
15849,2019-10-04,AMAZON,SDE I,Software Engineer,152.0,"Seattle, WA",1,0,Distributed Systems (Back-End),119.0,3.0,30.0,Male,11527
15851,2019-10-05,AMAZON,L4,Software Engineer,136.0,"Seattle, WA",8,1,Full Stack,120.0,6.0,10.0,Male,11527
15877,2019-10-05,AMAZON,L5,Software Engineer,134.0,"Seattle, WA",3,2,Distributed Systems (Back-End),97.0,32.0,5.0,Male,11527
15919,2019-10-06,AMAZON,SDE I,Software Engineer,137.0,"Seattle, WA",1,0,Distributed Systems (Back-End),96.0,4.0,37.0,Male,11527
16003,2019-10-08,AMAZON,SDE I,Software Engineer,98.0,"Seattle, WA",1,0,Distributed Systems (Back-End),78.0,14.0,6.0,Female,11527
16009,2019-10-08,AMAZON,L4,Software Engineer,226.0,"Seattle, WA",0,0,API Development (Back-End),131.0,72.0,23.0,Male,11527
16060,2019-10-09,AMAZON,SDE II,Software Engineer,201.0,"Seattle, WA",1,2,Full Stack,174.0,27.0,0.0,Male,11527
16066,2019-10-09,AMAZON,SDE II,Software Engineer,214.0,"Seattle, WA",1,0,ML / AI,150.0,35.0,29.0,Male,11527
16070,2019-10-09,AMAZON,L6,Software Engineer,191.0,"Seattle, WA",7,9,Distributed Systems (Back-End),101.0,90.0,0.0,Male,11527
16076,2019-10-09,AMAZON,L4,Software Engineer,225.0,"Seattle, WA",1,0,Full Stack,160.0,29.0,36.0,Male,11527
16118,2019-10-10,AMAZON,L4,Software Engineer,117.0,"Seattle, WA",0,0,Distributed Systems (Back-End),94.0,16.0,7.0,Male,11527
16161,2019-10-11,AMAZON,L5,Software Engineer,174.0,"Seattle, WA",3,6,API Development (Back-End),94.0,80.0,0.0,Male,11527
16164,2019-10-11,AMAZON,SDE II,Software Engineer,229.0,"Seattle, WA",1,0,ML / AI,183.0,20.0,26.0,NotDisclosed,11527
16189,2019-10-12,AMAZON,L5,Software Engineer,254.0,"Seattle, WA",25,0,ML / AI,142.0,83.0,29.0,NotDisclosed,11527
16235,2019-10-13,AMAZON,L5,Software Engineer,160.0,"Seattle, WA",3,5,API Development (Back-End),81.0,58.0,21.0,Male,11527
16236,2019-10-13,AMAZON,L6,Software Engineer,204.0,"Seattle, WA",3,7,Distributed Systems (Back-End),102.0,102.0,0.0,Male,11527
16254,2019-10-14,AMAZON,L4,Software Engineer,103.0,"Seattle, WA",1,0,Full Stack,83.0,10.0,10.0,Male,11527
16273,2019-10-14,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",0,0,Distributed Systems (Back-End),94.0,4.0,17.0,Male,11527
16301,2019-10-15,AMAZON,L5,Software Engineer,227.0,"Seattle, WA",2,3,Distributed Systems (Back-End),196.0,31.0,0.0,Male,11527
16333,2019-10-16,AMAZON,SDE II,Software Engineer,130.0,"Seattle, WA",7,1,ML / AI,92.0,38.0,0.0,Male,11527
16352,2019-10-16,AMAZON,L5,Software Engineer,233.0,"Seattle, WA",6,5,DevOps,104.0,87.0,42.0,Male,11527
16422,2019-10-18,AMAZON,SDE I,Software Engineer,121.0,"Seattle, WA",2,0,Full Stack,95.0,15.0,11.0,NotDisclosed,11527
